date,age,location,realized7
2022-12-11,80+,DE,4776
2022-12-11,alle,DE,10603
2022-12-10,00-04,DE,148
2022-12-10,05-14,DE,43
2022-12-10,15-34,DE,502
2022-12-10,35-59,DE,1400
2022-12-10,60-79,DE,3677
2022-12-10,80+,DE,4692
2022-12-10,alle,DE,10468
2022-12-09,00-04,DE,149
2022-12-09,05-14,DE,45
2022-12-09,15-34,DE,496
2022-12-09,35-59,DE,1362
2022-12-09,60-79,DE,3541
2022-12-09,80+,DE,4518
2022-12-09,alle,DE,10115
2022-12-08,00-04,DE,152
2022-12-08,05-14,DE,42
2022-12-08,15-34,DE,484
2022-12-08,35-59,DE,1400
2022-12-08,60-79,DE,3461
2022-12-08,80+,DE,4375
2022-12-08,alle,DE,9920
2022-12-07,00-04,DE,141
2022-12-07,05-14,DE,48
2022-12-07,15-34,DE,497
2022-12-07,35-59,DE,1378
2022-12-07,60-79,DE,3364
2022-12-07,80+,DE,4258
2022-12-07,alle,DE,9691
2022-12-06,00-04,DE,137
2022-12-06,05-14,DE,49
2022-12-06,15-34,DE,507
2022-12-06,35-59,DE,1347
2022-12-06,60-79,DE,3232
2022-12-06,80+,DE,4122
2022-12-06,alle,DE,9399
2022-12-05,00-04,DE,139
2022-12-05,05-14,DE,50
2022-12-05,15-34,DE,508
2022-12-05,35-59,DE,1320
2022-12-05,60-79,DE,3123
2022-12-05,80+,DE,4004
2022-12-05,alle,DE,9150
2022-12-04,00-04,DE,140
2022-12-04,05-14,DE,53
2022-12-04,15-34,DE,517
2022-12-04,35-59,DE,1309
2022-12-04,60-79,DE,3092
2022-12-04,80+,DE,3940
2022-12-04,alle,DE,9058
2022-12-03,00-04,DE,142
2022-12-03,05-14,DE,54
2022-12-03,15-34,DE,515
2022-12-03,35-59,DE,1307
2022-12-03,60-79,DE,3086
2022-12-03,80+,DE,3938
2022-12-03,alle,DE,9049
2022-12-02,00-04,DE,132
2022-12-02,05-14,DE,56
2022-12-02,15-34,DE,496
2022-12-02,35-59,DE,1280
2022-12-02,60-79,DE,3055
2022-12-02,80+,DE,3900
2022-12-02,alle,DE,8927
2022-12-01,00-04,DE,128
2022-12-01,05-14,DE,57
2022-12-01,15-34,DE,471
2022-12-01,35-59,DE,1197
2022-12-01,60-79,DE,2982
2022-12-01,80+,DE,3823
2022-12-01,alle,DE,8665
2022-11-30,00-04,DE,128
2022-11-30,05-14,DE,53
2022-11-30,15-34,DE,455
2022-11-30,35-59,DE,1134
2022-11-30,60-79,DE,2893
2022-11-30,80+,DE,3655
2022-11-30,alle,DE,8328
2022-11-29,00-04,DE,124
2022-11-29,05-14,DE,59
2022-11-29,15-34,DE,427
2022-11-29,35-59,DE,1070
2022-11-29,60-79,DE,2820
2022-11-29,80+,DE,3480
2022-11-29,alle,DE,7992
2022-11-28,00-04,DE,111
2022-11-28,05-14,DE,55
2022-11-28,15-34,DE,413
2022-11-28,35-59,DE,999
2022-11-28,60-79,DE,2703
2022-11-28,80+,DE,3282
2022-11-28,alle,DE,7573
2022-11-27,00-04,DE,108
2022-11-27,05-14,DE,55
2022-11-27,15-34,DE,400
2022-11-27,35-59,DE,1001
2022-11-27,60-79,DE,2670
2022-11-27,80+,DE,3256
2022-11-27,alle,DE,7499
2022-11-26,00-04,DE,106
2022-11-26,05-14,DE,56
2022-11-26,15-34,DE,398
2022-11-26,35-59,DE,995
2022-11-26,60-79,DE,2665
2022-11-26,80+,DE,3227
2022-11-26,alle,DE,7456
2022-11-25,00-04,DE,118
2022-11-25,05-14,DE,59
2022-11-25,15-34,DE,402
2022-11-25,35-59,DE,965
2022-11-25,60-79,DE,2602
2022-11-25,80+,DE,3133
2022-11-25,alle,DE,7285
2022-11-24,00-04,DE,116
2022-11-24,05-14,DE,60
2022-11-24,15-34,DE,411
2022-11-24,35-59,DE,988
2022-11-24,60-79,DE,2554
2022-11-24,80+,DE,3076
2022-11-24,alle,DE,7212
2022-11-23,00-04,DE,130
2022-11-23,05-14,DE,60
2022-11-23,15-34,DE,411
2022-11-23,35-59,DE,969
2022-11-23,60-79,DE,2519
2022-11-23,80+,DE,3029
2022-11-23,alle,DE,7125
2022-11-22,00-04,DE,136
2022-11-22,05-14,DE,54
2022-11-22,15-34,DE,419
2022-11-22,35-59,DE,957
2022-11-22,60-79,DE,2441
2022-11-22,80+,DE,3021
2022-11-22,alle,DE,7034
2022-11-21,00-04,DE,140
2022-11-21,05-14,DE,47
2022-11-21,15-34,DE,401
2022-11-21,35-59,DE,945
2022-11-21,60-79,DE,2360
2022-11-21,80+,DE,2951
2022-11-21,alle,DE,6852
2022-11-20,00-04,DE,142
2022-11-20,05-14,DE,45
2022-11-20,15-34,DE,399
2022-11-20,35-59,DE,951
2022-11-20,60-79,DE,2364
2022-11-20,80+,DE,2983
2022-11-20,alle,DE,6892
2022-11-19,00-04,DE,142
2022-11-19,05-14,DE,42
2022-11-19,15-34,DE,390
2022-11-19,35-59,DE,953
2022-11-19,60-79,DE,2356
2022-11-19,80+,DE,2981
2022-11-19,alle,DE,6873
2022-11-18,00-04,DE,127
2022-11-18,05-14,DE,39
2022-11-18,15-34,DE,381
2022-11-18,35-59,DE,955
2022-11-18,60-79,DE,2391
2022-11-18,80+,DE,2999
2022-11-18,alle,DE,6901
2022-11-17,00-04,DE,134
2022-11-17,05-14,DE,42
2022-11-17,15-34,DE,366
2022-11-17,35-59,DE,939
2022-11-17,60-79,DE,2395
2022-11-17,80+,DE,2947
2022-11-17,alle,DE,6830
2022-11-16,00-04,DE,127
2022-11-16,05-14,DE,40
2022-11-16,15-34,DE,364
2022-11-16,35-59,DE,931
2022-11-16,60-79,DE,2460
2022-11-16,80+,DE,3046
2022-11-16,alle,DE,6972
2022-11-15,00-04,DE,128
2022-11-15,05-14,DE,35
2022-11-15,15-34,DE,347
2022-11-15,35-59,DE,931
2022-11-15,60-79,DE,2526
2022-11-15,80+,DE,3097
2022-11-15,alle,DE,7072
2022-11-14,00-04,DE,142
2022-11-14,05-14,DE,41
2022-11-14,15-34,DE,368
2022-11-14,35-59,DE,962
2022-11-14,60-79,DE,2638
2022-11-14,80+,DE,3188
2022-11-14,alle,DE,7347
2022-11-13,00-04,DE,139
2022-11-13,05-14,DE,41
2022-11-13,15-34,DE,368
2022-11-13,35-59,DE,965
2022-11-13,60-79,DE,2651
2022-11-13,80+,DE,3175
2022-11-13,alle,DE,7347
2022-11-12,00-04,DE,139
2022-11-12,05-14,DE,43
2022-11-12,15-34,DE,386
2022-11-12,35-59,DE,979
2022-11-12,60-79,DE,2688
2022-11-12,80+,DE,3214
2022-11-12,alle,DE,7456
2022-11-11,00-04,DE,153
2022-11-11,05-14,DE,48
2022-11-11,15-34,DE,417
2022-11-11,35-59,DE,994
2022-11-11,60-79,DE,2735
2022-11-11,80+,DE,3287
2022-11-11,alle,DE,7644
2022-11-10,00-04,DE,163
2022-11-10,05-14,DE,50
2022-11-10,15-34,DE,458
2022-11-10,35-59,DE,1033
2022-11-10,60-79,DE,2882
2022-11-10,80+,DE,3473
2022-11-10,alle,DE,8070
2022-11-09,00-04,DE,168
2022-11-09,05-14,DE,57
2022-11-09,15-34,DE,499
2022-11-09,35-59,DE,1172
2022-11-09,60-79,DE,3131
2022-11-09,80+,DE,3762
2022-11-09,alle,DE,8800
2022-11-08,00-04,DE,173
2022-11-08,05-14,DE,63
2022-11-08,15-34,DE,513
2022-11-08,35-59,DE,1154
2022-11-08,60-79,DE,3162
2022-11-08,80+,DE,3795
2022-11-08,alle,DE,8867
2022-11-07,00-04,DE,169
2022-11-07,05-14,DE,63
2022-11-07,15-34,DE,481
2022-11-07,35-59,DE,1121
2022-11-07,60-79,DE,3006
2022-11-07,80+,DE,3645
2022-11-07,alle,DE,8492
2022-11-06,00-04,DE,172
2022-11-06,05-14,DE,63
2022-11-06,15-34,DE,489
2022-11-06,35-59,DE,1126
2022-11-06,60-79,DE,3036
2022-11-06,80+,DE,3705
2022-11-06,alle,DE,8598
2022-11-05,00-04,DE,173
2022-11-05,05-14,DE,66
2022-11-05,15-34,DE,476
2022-11-05,35-59,DE,1130
2022-11-05,60-79,DE,3038
2022-11-05,80+,DE,3716
2022-11-05,alle,DE,8607
2022-11-04,00-04,DE,169
2022-11-04,05-14,DE,63
2022-11-04,15-34,DE,458
2022-11-04,35-59,DE,1165
2022-11-04,60-79,DE,3119
2022-11-04,80+,DE,3803
2022-11-04,alle,DE,8785
2022-11-03,00-04,DE,174
2022-11-03,05-14,DE,57
2022-11-03,15-34,DE,447
2022-11-03,35-59,DE,1198
2022-11-03,60-79,DE,3224
2022-11-03,80+,DE,3903
2022-11-03,alle,DE,9010
2022-11-02,00-04,DE,171
2022-11-02,05-14,DE,61
2022-11-02,15-34,DE,438
2022-11-02,35-59,DE,1184
2022-11-02,60-79,DE,3212
2022-11-02,80+,DE,3848
2022-11-02,alle,DE,8925
2022-11-01,00-04,DE,175
2022-11-01,05-14,DE,62
2022-11-01,15-34,DE,477
2022-11-01,35-59,DE,1367
2022-11-01,60-79,DE,3559
2022-11-01,80+,DE,4190
2022-11-01,alle,DE,9840
2022-10-31,00-04,DE,203
2022-10-31,05-14,DE,80
2022-10-31,15-34,DE,538
2022-10-31,35-59,DE,1608
2022-10-31,60-79,DE,4247
2022-10-31,80+,DE,4967
2022-10-31,alle,DE,11655
2022-10-30,00-04,DE,206
2022-10-30,05-14,DE,85
2022-10-30,15-34,DE,536
2022-10-30,35-59,DE,1613
2022-10-30,60-79,DE,4298
2022-10-30,80+,DE,5034
2022-10-30,alle,DE,11786
2022-10-29,00-04,DE,215
2022-10-29,05-14,DE,82
2022-10-29,15-34,DE,547
2022-10-29,35-59,DE,1641
2022-10-29,60-79,DE,4358
2022-10-29,80+,DE,5092
2022-10-29,alle,DE,11950
2022-10-28,00-04,DE,227
2022-10-28,05-14,DE,82
2022-10-28,15-34,DE,623
2022-10-28,35-59,DE,1702
2022-10-28,60-79,DE,4554
2022-10-28,80+,DE,5383
2022-10-28,alle,DE,12585
2022-10-27,00-04,DE,223
2022-10-27,05-14,DE,89
2022-10-27,15-34,DE,651
2022-10-27,35-59,DE,1804
2022-10-27,60-79,DE,4780
2022-10-27,80+,DE,5646
2022-10-27,alle,DE,13212
2022-10-26,00-04,DE,242
2022-10-26,05-14,DE,88
2022-10-26,15-34,DE,674
2022-10-26,35-59,DE,1898
2022-10-26,60-79,DE,4945
2022-10-26,80+,DE,5974
2022-10-26,alle,DE,13837
2022-10-25,00-04,DE,270
2022-10-25,05-14,DE,98
2022-10-25,15-34,DE,724
2022-10-25,35-59,DE,1990
2022-10-25,60-79,DE,5252
2022-10-25,80+,DE,6537
2022-10-25,alle,DE,14888
2022-10-24,00-04,DE,266
2022-10-24,05-14,DE,97
2022-10-24,15-34,DE,788
2022-10-24,35-59,DE,2090
2022-10-24,60-79,DE,5640
2022-10-24,80+,DE,7094
2022-10-24,alle,DE,15993
2022-10-23,00-04,DE,273
2022-10-23,05-14,DE,96
2022-10-23,15-34,DE,807
2022-10-23,35-59,DE,2109
2022-10-23,60-79,DE,5682
2022-10-23,80+,DE,7102
2022-10-23,alle,DE,16085
2022-10-22,00-04,DE,270
2022-10-22,05-14,DE,95
2022-10-22,15-34,DE,820
2022-10-22,35-59,DE,2108
2022-10-22,60-79,DE,5726
2022-10-22,80+,DE,7185
2022-10-22,alle,DE,16218
2022-10-21,00-04,DE,284
2022-10-21,05-14,DE,94
2022-10-21,15-34,DE,806
2022-10-21,35-59,DE,2186
2022-10-21,60-79,DE,5887
2022-10-21,80+,DE,7408
2022-10-21,alle,DE,16677
2022-10-20,00-04,DE,294
2022-10-20,05-14,DE,95
2022-10-20,15-34,DE,840
2022-10-20,35-59,DE,2232
2022-10-20,60-79,DE,5990
2022-10-20,80+,DE,7637
2022-10-20,alle,DE,17097
2022-10-19,00-04,DE,311
2022-10-19,05-14,DE,93
2022-10-19,15-34,DE,886
2022-10-19,35-59,DE,2278
2022-10-19,60-79,DE,6211
2022-10-19,80+,DE,7855
2022-10-19,alle,DE,17644
2022-10-18,00-04,DE,299
2022-10-18,05-14,DE,87
2022-10-18,15-34,DE,891
2022-10-18,35-59,DE,2227
2022-10-18,60-79,DE,6185
2022-10-18,80+,DE,7754
2022-10-18,alle,DE,17452
2022-10-17,00-04,DE,303
2022-10-17,05-14,DE,86
2022-10-17,15-34,DE,913
2022-10-17,35-59,DE,2231
2022-10-17,60-79,DE,6069
2022-10-17,80+,DE,7653
2022-10-17,alle,DE,17262
2022-10-16,00-04,DE,302
2022-10-16,05-14,DE,84
2022-10-16,15-34,DE,902
2022-10-16,35-59,DE,2223
2022-10-16,60-79,DE,6057
2022-10-16,80+,DE,7681
2022-10-16,alle,DE,17257
2022-10-15,00-04,DE,303
2022-10-15,05-14,DE,86
2022-10-15,15-34,DE,904
2022-10-15,35-59,DE,2221
2022-10-15,60-79,DE,6058
2022-10-15,80+,DE,7660
2022-10-15,alle,DE,17240
2022-10-14,00-04,DE,290
2022-10-14,05-14,DE,87
2022-10-14,15-34,DE,907
2022-10-14,35-59,DE,2219
2022-10-14,60-79,DE,5987
2022-10-14,80+,DE,7537
2022-10-14,alle,DE,17037
2022-10-13,00-04,DE,302
2022-10-13,05-14,DE,93
2022-10-13,15-34,DE,915
2022-10-13,35-59,DE,2236
2022-10-13,60-79,DE,5951
2022-10-13,80+,DE,7514
2022-10-13,alle,DE,17024
2022-10-12,00-04,DE,303
2022-10-12,05-14,DE,93
2022-10-12,15-34,DE,897
2022-10-12,35-59,DE,2306
2022-10-12,60-79,DE,6029
2022-10-12,80+,DE,7579
2022-10-12,alle,DE,17221
2022-10-11,00-04,DE,343
2022-10-11,05-14,DE,95
2022-10-11,15-34,DE,942
2022-10-11,35-59,DE,2454
2022-10-11,60-79,DE,6393
2022-10-11,80+,DE,8099
2022-10-11,alle,DE,18342
2022-10-10,00-04,DE,282
2022-10-10,05-14,DE,69
2022-10-10,15-34,DE,742
2022-10-10,35-59,DE,1941
2022-10-10,60-79,DE,5094
2022-10-10,80+,DE,6432
2022-10-10,alle,DE,14574
2022-10-09,00-04,DE,281
2022-10-09,05-14,DE,71
2022-10-09,15-34,DE,741
2022-10-09,35-59,DE,1937
2022-10-09,60-79,DE,5054
2022-10-09,80+,DE,6366
2022-10-09,alle,DE,14463
2022-10-08,00-04,DE,281
2022-10-08,05-14,DE,70
2022-10-08,15-34,DE,727
2022-10-08,35-59,DE,1918
2022-10-08,60-79,DE,4984
2022-10-08,80+,DE,6300
2022-10-08,alle,DE,14293
2022-10-07,00-04,DE,280
2022-10-07,05-14,DE,69
2022-10-07,15-34,DE,688
2022-10-07,35-59,DE,1816
2022-10-07,60-79,DE,4740
2022-10-07,80+,DE,6036
2022-10-07,alle,DE,13641
2022-10-06,00-04,DE,254
2022-10-06,05-14,DE,59
2022-10-06,15-34,DE,648
2022-10-06,35-59,DE,1674
2022-10-06,60-79,DE,4421
2022-10-06,80+,DE,5562
2022-10-06,alle,DE,12629
2022-10-05,00-04,DE,229
2022-10-05,05-14,DE,61
2022-10-05,15-34,DE,605
2022-10-05,35-59,DE,1460
2022-10-05,60-79,DE,3896
2022-10-05,80+,DE,4918
2022-10-05,alle,DE,11179
2022-10-04,00-04,DE,188
2022-10-04,05-14,DE,62
2022-10-04,15-34,DE,498
2022-10-04,35-59,DE,1240
2022-10-04,60-79,DE,3117
2022-10-04,80+,DE,3764
2022-10-04,alle,DE,8878
2022-10-03,00-04,DE,229
2022-10-03,05-14,DE,84
2022-10-03,15-34,DE,632
2022-10-03,35-59,DE,1512
2022-10-03,60-79,DE,3681
2022-10-03,80+,DE,4489
2022-10-03,alle,DE,10639
2022-10-02,00-04,DE,226
2022-10-02,05-14,DE,81
2022-10-02,15-34,DE,623
2022-10-02,35-59,DE,1492
2022-10-02,60-79,DE,3629
2022-10-02,80+,DE,4435
2022-10-02,alle,DE,10499
2022-10-01,00-04,DE,224
2022-10-01,05-14,DE,80
2022-10-01,15-34,DE,616
2022-10-01,35-59,DE,1476
2022-10-01,60-79,DE,3596
2022-10-01,80+,DE,4399
2022-10-01,alle,DE,10405
2022-09-30,00-04,DE,211
2022-09-30,05-14,DE,83
2022-09-30,15-34,DE,600
2022-09-30,35-59,DE,1403
2022-09-30,60-79,DE,3421
2022-09-30,80+,DE,4099
2022-09-30,alle,DE,9830
2022-09-29,00-04,DE,217
2022-09-29,05-14,DE,87
2022-09-29,15-34,DE,560
2022-09-29,35-59,DE,1292
2022-09-29,60-79,DE,3194
2022-09-29,80+,DE,3805
2022-09-29,alle,DE,9165
2022-09-28,00-04,DE,215
2022-09-28,05-14,DE,83
2022-09-28,15-34,DE,520
2022-09-28,35-59,DE,1205
2022-09-28,60-79,DE,2976
2022-09-28,80+,DE,3504
2022-09-28,alle,DE,8512
2022-09-27,00-04,DE,182
2022-09-27,05-14,DE,69
2022-09-27,15-34,DE,500
2022-09-27,35-59,DE,1050
2022-09-27,60-79,DE,2611
2022-09-27,80+,DE,3127
2022-09-27,alle,DE,7547
2022-09-26,00-04,DE,170
2022-09-26,05-14,DE,64
2022-09-26,15-34,DE,449
2022-09-26,35-59,DE,908
2022-09-26,60-79,DE,2279
2022-09-26,80+,DE,2682
2022-09-26,alle,DE,6556
2022-09-25,00-04,DE,164
2022-09-25,05-14,DE,66
2022-09-25,15-34,DE,446
2022-09-25,35-59,DE,901
2022-09-25,60-79,DE,2223
2022-09-25,80+,DE,2603
2022-09-25,alle,DE,6406
2022-09-24,00-04,DE,160
2022-09-24,05-14,DE,66
2022-09-24,15-34,DE,448
2022-09-24,35-59,DE,889
2022-09-24,60-79,DE,2160
2022-09-24,80+,DE,2524
2022-09-24,alle,DE,6249
2022-09-23,00-04,DE,163
2022-09-23,05-14,DE,61
2022-09-23,15-34,DE,416
2022-09-23,35-59,DE,857
2022-09-23,60-79,DE,2008
2022-09-23,80+,DE,2349
2022-09-23,alle,DE,5856
2022-09-22,00-04,DE,145
2022-09-22,05-14,DE,62
2022-09-22,15-34,DE,404
2022-09-22,35-59,DE,837
2022-09-22,60-79,DE,1873
2022-09-22,80+,DE,2189
2022-09-22,alle,DE,5511
2022-09-21,00-04,DE,130
2022-09-21,05-14,DE,65
2022-09-21,15-34,DE,386
2022-09-21,35-59,DE,776
2022-09-21,60-79,DE,1724
2022-09-21,80+,DE,2021
2022-09-21,alle,DE,5102
2022-09-20,00-04,DE,129
2022-09-20,05-14,DE,68
2022-09-20,15-34,DE,368
2022-09-20,35-59,DE,732
2022-09-20,60-79,DE,1637
2022-09-20,80+,DE,1895
2022-09-20,alle,DE,4829
2022-09-19,00-04,DE,126
2022-09-19,05-14,DE,59
2022-09-19,15-34,DE,338
2022-09-19,35-59,DE,710
2022-09-19,60-79,DE,1569
2022-09-19,80+,DE,1747
2022-09-19,alle,DE,4549
2022-09-18,00-04,DE,128
2022-09-18,05-14,DE,58
2022-09-18,15-34,DE,332
2022-09-18,35-59,DE,712
2022-09-18,60-79,DE,1568
2022-09-18,80+,DE,1721
2022-09-18,alle,DE,4519
2022-09-17,00-04,DE,135
2022-09-17,05-14,DE,57
2022-09-17,15-34,DE,329
2022-09-17,35-59,DE,697
2022-09-17,60-79,DE,1556
2022-09-17,80+,DE,1704
2022-09-17,alle,DE,4479
2022-09-16,00-04,DE,143
2022-09-16,05-14,DE,58
2022-09-16,15-34,DE,327
2022-09-16,35-59,DE,668
2022-09-16,60-79,DE,1547
2022-09-16,80+,DE,1677
2022-09-16,alle,DE,4421
2022-09-15,00-04,DE,144
2022-09-15,05-14,DE,49
2022-09-15,15-34,DE,309
2022-09-15,35-59,DE,650
2022-09-15,60-79,DE,1496
2022-09-15,80+,DE,1644
2022-09-15,alle,DE,4293
2022-09-14,00-04,DE,156
2022-09-14,05-14,DE,47
2022-09-14,15-34,DE,330
2022-09-14,35-59,DE,640
2022-09-14,60-79,DE,1468
2022-09-14,80+,DE,1640
2022-09-14,alle,DE,4285
2022-09-13,00-04,DE,163
2022-09-13,05-14,DE,48
2022-09-13,15-34,DE,323
2022-09-13,35-59,DE,628
2022-09-13,60-79,DE,1459
2022-09-13,80+,DE,1633
2022-09-13,alle,DE,4258
2022-09-12,00-04,DE,165
2022-09-12,05-14,DE,59
2022-09-12,15-34,DE,322
2022-09-12,35-59,DE,621
2022-09-12,60-79,DE,1387
2022-09-12,80+,DE,1595
2022-09-12,alle,DE,4153
2022-09-11,00-04,DE,166
2022-09-11,05-14,DE,63
2022-09-11,15-34,DE,330
2022-09-11,35-59,DE,612
2022-09-11,60-79,DE,1401
2022-09-11,80+,DE,1603
2022-09-11,alle,DE,4179
2022-09-10,00-04,DE,158
2022-09-10,05-14,DE,64
2022-09-10,15-34,DE,329
2022-09-10,35-59,DE,627
2022-09-10,60-79,DE,1418
2022-09-10,80+,DE,1599
2022-09-10,alle,DE,4198
2022-09-09,00-04,DE,143
2022-09-09,05-14,DE,63
2022-09-09,15-34,DE,337
2022-09-09,35-59,DE,638
2022-09-09,60-79,DE,1384
2022-09-09,80+,DE,1591
2022-09-09,alle,DE,4159
2022-09-08,00-04,DE,149
2022-09-08,05-14,DE,60
2022-09-08,15-34,DE,339
2022-09-08,35-59,DE,630
2022-09-08,60-79,DE,1371
2022-09-08,80+,DE,1562
2022-09-08,alle,DE,4114
2022-09-07,00-04,DE,143
2022-09-07,05-14,DE,55
2022-09-07,15-34,DE,311
2022-09-07,35-59,DE,651
2022-09-07,60-79,DE,1386
2022-09-07,80+,DE,1498
2022-09-07,alle,DE,4044
2022-09-06,00-04,DE,146
2022-09-06,05-14,DE,58
2022-09-06,15-34,DE,318
2022-09-06,35-59,DE,667
2022-09-06,60-79,DE,1391
2022-09-06,80+,DE,1490
2022-09-06,alle,DE,4071
2022-09-05,00-04,DE,147
2022-09-05,05-14,DE,51
2022-09-05,15-34,DE,322
2022-09-05,35-59,DE,653
2022-09-05,60-79,DE,1474
2022-09-05,80+,DE,1518
2022-09-05,alle,DE,4168
2022-09-04,00-04,DE,147
2022-09-04,05-14,DE,46
2022-09-04,15-34,DE,318
2022-09-04,35-59,DE,653
2022-09-04,60-79,DE,1472
2022-09-04,80+,DE,1514
2022-09-04,alle,DE,4153
2022-09-03,00-04,DE,153
2022-09-03,05-14,DE,46
2022-09-03,15-34,DE,321
2022-09-03,35-59,DE,665
2022-09-03,60-79,DE,1469
2022-09-03,80+,DE,1529
2022-09-03,alle,DE,4186
2022-09-02,00-04,DE,164
2022-09-02,05-14,DE,49
2022-09-02,15-34,DE,338
2022-09-02,35-59,DE,678
2022-09-02,60-79,DE,1498
2022-09-02,80+,DE,1550
2022-09-02,alle,DE,4280
2022-09-01,00-04,DE,166
2022-09-01,05-14,DE,54
2022-09-01,15-34,DE,354
2022-09-01,35-59,DE,683
2022-09-01,60-79,DE,1558
2022-09-01,80+,DE,1615
2022-09-01,alle,DE,4433
2022-08-31,00-04,DE,162
2022-08-31,05-14,DE,55
2022-08-31,15-34,DE,366
2022-08-31,35-59,DE,713
2022-08-31,60-79,DE,1579
2022-08-31,80+,DE,1727
2022-08-31,alle,DE,4605
2022-08-30,00-04,DE,176
2022-08-30,05-14,DE,58
2022-08-30,15-34,DE,375
2022-08-30,35-59,DE,746
2022-08-30,60-79,DE,1627
2022-08-30,80+,DE,1785
2022-08-30,alle,DE,4770
2022-08-29,00-04,DE,190
2022-08-29,05-14,DE,65
2022-08-29,15-34,DE,388
2022-08-29,35-59,DE,790
2022-08-29,60-79,DE,1660
2022-08-29,80+,DE,1882
2022-08-29,alle,DE,4977
2022-08-28,00-04,DE,191
2022-08-28,05-14,DE,66
2022-08-28,15-34,DE,388
2022-08-28,35-59,DE,798
2022-08-28,60-79,DE,1646
2022-08-28,80+,DE,1903
2022-08-28,alle,DE,4994
2022-08-27,00-04,DE,191
2022-08-27,05-14,DE,69
2022-08-27,15-34,DE,384
2022-08-27,35-59,DE,792
2022-08-27,60-79,DE,1666
2022-08-27,80+,DE,1916
2022-08-27,alle,DE,5020
2022-08-26,00-04,DE,197
2022-08-26,05-14,DE,71
2022-08-26,15-34,DE,377
2022-08-26,35-59,DE,823
2022-08-26,60-79,DE,1729
2022-08-26,80+,DE,1979
2022-08-26,alle,DE,5178
2022-08-25,00-04,DE,213
2022-08-25,05-14,DE,73
2022-08-25,15-34,DE,403
2022-08-25,35-59,DE,880
2022-08-25,60-79,DE,1776
2022-08-25,80+,DE,2075
2022-08-25,alle,DE,5423
2022-08-24,00-04,DE,226
2022-08-24,05-14,DE,81
2022-08-24,15-34,DE,422
2022-08-24,35-59,DE,903
2022-08-24,60-79,DE,1831
2022-08-24,80+,DE,2152
2022-08-24,alle,DE,5619
2022-08-23,00-04,DE,224
2022-08-23,05-14,DE,75
2022-08-23,15-34,DE,454
2022-08-23,35-59,DE,932
2022-08-23,60-79,DE,2018
2022-08-23,80+,DE,2314
2022-08-23,alle,DE,6022
2022-08-22,00-04,DE,226
2022-08-22,05-14,DE,68
2022-08-22,15-34,DE,461
2022-08-22,35-59,DE,928
2022-08-22,60-79,DE,2065
2022-08-22,80+,DE,2359
2022-08-22,alle,DE,6115
2022-08-21,00-04,DE,224
2022-08-21,05-14,DE,67
2022-08-21,15-34,DE,474
2022-08-21,35-59,DE,925
2022-08-21,60-79,DE,2102
2022-08-21,80+,DE,2369
2022-08-21,alle,DE,6170
2022-08-20,00-04,DE,223
2022-08-20,05-14,DE,65
2022-08-20,15-34,DE,483
2022-08-20,35-59,DE,927
2022-08-20,60-79,DE,2104
2022-08-20,80+,DE,2356
2022-08-20,alle,DE,6167
2022-08-19,00-04,DE,227
2022-08-19,05-14,DE,64
2022-08-19,15-34,DE,490
2022-08-19,35-59,DE,921
2022-08-19,60-79,DE,2163
2022-08-19,80+,DE,2446
2022-08-19,alle,DE,6321
2022-08-18,00-04,DE,215
2022-08-18,05-14,DE,66
2022-08-18,15-34,DE,480
2022-08-18,35-59,DE,921
2022-08-18,60-79,DE,2195
2022-08-18,80+,DE,2436
2022-08-18,alle,DE,6323
2022-08-17,00-04,DE,221
2022-08-17,05-14,DE,68
2022-08-17,15-34,DE,497
2022-08-17,35-59,DE,897
2022-08-17,60-79,DE,2217
2022-08-17,80+,DE,2424
2022-08-17,alle,DE,6333
2022-08-16,00-04,DE,224
2022-08-16,05-14,DE,73
2022-08-16,15-34,DE,478
2022-08-16,35-59,DE,884
2022-08-16,60-79,DE,2106
2022-08-16,80+,DE,2374
2022-08-16,alle,DE,6146
2022-08-15,00-04,DE,235
2022-08-15,05-14,DE,75
2022-08-15,15-34,DE,508
2022-08-15,35-59,DE,909
2022-08-15,60-79,DE,2145
2022-08-15,80+,DE,2459
2022-08-15,alle,DE,6334
2022-08-14,00-04,DE,236
2022-08-14,05-14,DE,77
2022-08-14,15-34,DE,516
2022-08-14,35-59,DE,916
2022-08-14,60-79,DE,2140
2022-08-14,80+,DE,2467
2022-08-14,alle,DE,6354
2022-08-13,00-04,DE,242
2022-08-13,05-14,DE,81
2022-08-13,15-34,DE,522
2022-08-13,35-59,DE,918
2022-08-13,60-79,DE,2148
2022-08-13,80+,DE,2490
2022-08-13,alle,DE,6403
2022-08-12,00-04,DE,237
2022-08-12,05-14,DE,82
2022-08-12,15-34,DE,545
2022-08-12,35-59,DE,952
2022-08-12,60-79,DE,2177
2022-08-12,80+,DE,2512
2022-08-12,alle,DE,6507
2022-08-11,00-04,DE,242
2022-08-11,05-14,DE,83
2022-08-11,15-34,DE,578
2022-08-11,35-59,DE,962
2022-08-11,60-79,DE,2233
2022-08-11,80+,DE,2613
2022-08-11,alle,DE,6713
2022-08-10,00-04,DE,266
2022-08-10,05-14,DE,74
2022-08-10,15-34,DE,599
2022-08-10,35-59,DE,1006
2022-08-10,60-79,DE,2293
2022-08-10,80+,DE,2676
2022-08-10,alle,DE,6917
