"";"date";"age60";"reported";"nowcast_est";"nowcast_0.025";"nowcast_0.1";"nowcast_0.25";"nowcast_0.5";"nowcast_0.75";"nowcast_0.8";"nowcast_0.85";"nowcast_0.9";"nowcast_0.95";"nowcast_0.975";"reported7";"nowcast7_est";"nowcast7_0.025";"nowcast7_0.1";"nowcast7_0.25";"nowcast7_0.5";"nowcast7_0.75";"nowcast7_0.8";"nowcast7_0.85";"nowcast7_0.9";"nowcast7_0.95";"nowcast7_0.975";"F_est";"F_0.025";"F_0.1";"F_0.25";"F_0.5";"F_0.75";"F_0.8";"F_0.85";"F_0.9";"F_0.95";"F_0.975"
"1";"2021-12-18";"0-60";0;0;0;0;0;0;0;0;0;0;0;0;18;29,7;22;25;28;32;37;39;42;46,7;54;57,9;0,438421686496939;0,631769390490244;0,561419832110252;0,48982067023049;0,402325374494822;0,300132629846393;0,268632962064177;0,21877299050266;0,0480690385036527;1,27160626616972e-13;1,17389834671896e-28
"2";"2021-12-18";"60+";2;3,8;2;2;3;4;6;6;7;9;53,1;20309,5;16;25,5;19;21;24;27;33;35;38;42,3;48,8;52,4;0,525102657377066;0,699553372200601;0,63656933856992;0,569529165559189;0,48549226111411;0,378655178898286;0,339958574288422;0,280152931391987;0,030046751901551;1,26253167654713e-10;4,39716879848601e-22
"3";"2021-12-18";"alle";2;3,8;0;2;3;4;6;6;7;8;37;11369,7;34;55,2;34;46;52;59;70;74;81;90,1;104,1;111,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4";"2021-12-17";"0-60";1;2,3;1;1;2;2;4;4;5;6;13;4753;22;34,3;27;29;32;37;42;44;47;52,3;60,4;64,8;0,440144837927433;0,650579224149982;0,574955963219276;0,498929115735165;0,39956318716385;0,281171617991825;0,246921769842994;0,193868696478153;0,0119155067014725;3,17166454695255e-14;1,01110692663955e-29
"5";"2021-12-17";"60+";2;3,8;2;2;3;4;6;7;8;10;183,7;44741,1;19;27,5;22;24;26;29;34;36;39;43,4;50,1;53,8;0,525206738960265;0,718531334514823;0,650516306609097;0,578187808770624;0,480628008662944;0,352307490989649;0,307107748812075;0,233063350389484;0,0054963407473865;3,02017068194123e-11;8,87509327921873e-23
"6";"2021-12-17";"alle";3;6,1;0;4;5;7;9;11;12;19;4619,3;1179076,4;41;61,8;41;53;58;66;76;80;87;96,8;111,8;119,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7";"2021-12-16";"0-60";5;9,7;6;7;8;10;13;15;16;19;61;11362,9;21;32,1;25;27;30;34;39;41;44;48;55,4;59,5;0,517383298432443;0,694094300053081;0,629737298049039;0,562150058173645;0,478528624025889;0,368472614317191;0,333548554387416;0,269928285749872;0,0130382437268039;2,39030292289828e-14;4,40850149843793e-29
"8";"2021-12-16";"60+";3;5,1;3;3;4;5;7;8;9;12;249,4;44417;20;27,2;22;24;26;29;33;34;37;41,2;47,6;51;0,591966979547878;0,756270703366048;0,695134474779666;0,633339821774559;0,547217352336045;0,432393918394733;0,386741471577555;0,287236199804449;0,00602004817137935;3,48962320772294e-11;1,01670370668267e-22
"9";"2021-12-16";"alle";8;14,7;0;10;13;16;21;23;26;42;6500,8;1309764,5;41;59,3;41;51;56;62;71;75;81;90,1;104,1;111,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"10";"2021-12-15";"0-60";3;4,9;3;3;4;5;7;7;8;9;17;2203,4;20;27,1;22;24;26;28;32;33;35;38;43,9;47,1;0,609103530085485;0,768692309875315;0,714160670580349;0,652885788578823;0,571229707130589;0,465415254111447;0,427263116371028;0,370754835269909;0,0697536460147623;1,48632685439758e-13;1,06814485086662e-28
"11";"2021-12-15";"60+";4;6;4;4;5;6;8;9;9;11;100,7;31871,2;21;26,8;22;24;25;28;31;33;34;37,8;43,7;46,9;0,668679735270782;0,808921275945002;0,7603211369131;0,707345227336507;0,630311119325228;0,52136550622435;0,482272266251085;0,408655370031644;0,0346791064854332;2,33149520038865e-10;6,04869049834916e-22
"12";"2021-12-15";"alle";7;10,9;0;8;9;11;14;15;17;23;1957,9;749653,7;41;53,9;41;48;52;56;63;65;69;76,8;88,7;95,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"13";"2021-12-14";"0-60";6;7,4;6;6;7;7;9;9;10;11;16;2218,1;20;25,6;21;23;24;27;30;31;32;35;40,4;43,4;0,810982538049426;0,904735100832852;0,874533223347883;0,8381122770125;0,787601395586967;0,710022457126597;0,678539959969186;0,62781224648604;0,246027679491156;3,39766111089103e-12;4,31164923187822e-27
"14";"2021-12-14";"60+";3;3,6;3;3;3;4;4;5;5;6;38,2;22115,1;19;23,1;20;21;22;24;27;28;29;32,3;37,3;40;0,84058462973889;0,919879040269673;0,894378543235653;0,864331580141302;0,817502881834613;0,741146427077101;0,709729452959224;0,649291121027015;0,141092624097951;3,25599388384603e-09;2,00137897385734e-20
"15";"2021-12-14";"alle";9;11;0;9;10;11;13;14;15;17;1488,7;758074,4;39;48,7;39;44;47;51;56;57,2;61;67,9;78,4;84,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"16";"2021-12-13";"0-60";1;1,7;1;1;1;2;3;3;3;4;10;2632,2;16;20,4;17;18;19;21;24;25;26;28;32,3;34,7;0,581283520321141;0,753783718124755;0,69370657030026;0,627531911101483;0,53903813278137;0,420862902193881;0,382706777960625;0,317253328079081;0,0161103355031957;1,41153636081987e-15;3,08382336748224e-31
"17";"2021-12-13";"60+";1;1,6;1;1;1;2;3;3;3;4;53;20275,5;21;24,8;21,6;22;24;26;28;29;30;33,4;38,6;41,4;0,629892596418895;0,796532440011928;0,736179718853734;0,671975503873694;0,582132959083654;0,452561213533703;0,40309442167208;0,309811022593103;0,00793728395914782;5,01832247180377e-12;6,24041517540705e-24
"18";"2021-12-13";"alle";2;3,3;0;2;2;3;5;5;6;10;1811,3;593848,6;37;45,1;37;41;43;47;51;53;56;62,3;72;77,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"19";"2021-12-12";"0-60";2;3,7;2;2;3;4;5;6;7;8;17;2634,2;18;22,1;19;20;21;23;26;26;27;30;34,7;37,2;0,544420536649593;0,70508915297972;0,646822286489011;0,583335578056353;0,502059390320338;0,394051085799958;0,358986033786652;0,291975977023587;0,0105949628562935;3,85465414923849e-16;2,50388270893135e-31
"20";"2021-12-12";"60+";1;1,7;1;1;1;2;3;3;4;5;61,6;13107,6;21;24,3;21;22;23;25;27;28;29;32,3;37,3;40;0,589076847856695;0,744868393334489;0,68775884624664;0,626502616208774;0,541439137651977;0,420317485048955;0,375064034142909;0,280713870898531;0,00435162421453469;1,13685199421783e-12;1,15203999096674e-24
"21";"2021-12-12";"alle";3;5,4;0;3;4;6;8;9;10;14;1456,2;451481,8;39;46,5;39;42;45;48;52;54;56;62,3;72;77,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"22";"2021-12-11";"0-60";4;4,7;4;4;4;5;5;6;6;7;10;1493,8;24;28;25;26;27;29;31;32;33;36;41,6;44,6;0,853353379410902;0,918589280118664;0,895327349782419;0,870434660985478;0,833664429908909;0,774159605911802;0,75230257653636;0,706246963511805;0,139549517401646;6,32826363127241e-13;6,8828199301477e-28
"23";"2021-12-11";"60+";5;5,8;5;5;5;6;7;7;8;8;54;21449,8;21;23,8;21;22;23;24;26;27;28;31;35,8;38,4;0,869314115034316;0,928409069709413;0,907855759712244;0,884513190541917;0,848365064842165;0,790068352687584;0,76281639265676;0,698854195972464;0,0707578030611313;4,40003376882233e-10;2,59506856023596e-21
"24";"2021-12-11";"alle";9;10,4;0;9;10;11;12;12;13;16;1353,2;650711,7;45;51,7;45;48;50;53;57;58;61;67,9;78,4;84,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"25";"2021-12-10";"0-60";0;0;0;0;0;0;0;0;0;0;0;0;23;26,4;23;24;25;27;29;30;31;34;39,3;42,1;0,8299590067421;0,908708904069928;0,88173377791985;0,851283484175521;0,804778329219743;0,731990075245467;0,701697593952405;0,644454836437867;0,0327189009024108;1,45200711866088e-13;7,11415997487336e-29
"26";"2021-12-10";"60+";3;3,5;3;3;3;4;4;5;5;6;137,5;43068,9;19;21,1;19;19;20;22;23;24;25;27,8;32,1;34,5;0,846503127978134;0,920130557092426;0,89463335375291;0,86618667347161;0,82026978056123;0,743494849366854;0,705095706624016;0,60548458421255;0,0135940845637169;1,40271923905411e-10;4,3417269595173e-22
"27";"2021-12-10";"alle";3;3,5;0;3;3;3;4;5;5;6;102;21243,4;42;47,5;42;44;46;49;52;53;56;62,3;72;77,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"28";"2021-12-09";"0-60";4;4,7;4;4;4;5;6;6;6;7;30;5499,6;25;28,5;25;26;28;29;32;32;34;36;41,6;44,6;0,846324587996452;0,915899896713148;0,892251313435217;0,864695749133728;0,822489948721261;0,756422154698248;0,728443569533756;0,666689255495786;0,0272659394160818;8,34199364592965e-14;1,83119836618399e-28
"29";"2021-12-09";"60+";4;4,6;4;4;4;5;6;6;7;8;215,2;53864,9;18;19,7;18;18;19;20;22;22;23;25;28,9;31;0,860619391223263;0,925684301357049;0,903662959932702;0,876721709411404;0,835461936867154;0,764519778318127;0,729570836982905;0,598257023287253;0,011765753628381;1,60691503355349e-10;3,81550065253813e-22
"30";"2021-12-09";"alle";8;9,4;0;8;9;10;11;12;13;24;3995,2;878479,9;43;48,2;43;45;47;49;53;54;56;62,3;72;77,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"31";"2021-12-08";"0-60";3;3,4;3;3;3;3;4;4;5;5;10;2091,3;25;27,9;25;26;27;29;31;32;33;35;40,4;43,4;0,874148700143041;0,93516627435768;0,915627870476792;0,891558971521357;0,853371320824949;0,793443835458853;0,769624353298356;0,719906324729482;0,122135263273358;5,78645239272329e-13;4,18002400093946e-28
"32";"2021-12-08";"60+";2;2,3;2;2;2;2;3;3;3;4;46;13352,6;16;17,1;16;16;16;17;18;19;20;21;24,3;26;0,88604656688751;0,941702780078758;0,923139547341882;0,900874739844062;0,864743100128427;0,804048199932617;0,777104768521283;0,704814831948014;0,0609531779214773;6,24770238787442e-10;3,76424263445676e-21
"33";"2021-12-08";"alle";5;5,7;0;5;5;6;7;7;8;10;1305,5;880244,3;41;45;41;42;44;46;49;50;52;57,9;66,8;71,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"34";"2021-12-07";"0-60";2;2,1;2;2;2;2;2;2;3;3;5;1253,8;24;26,6;24;25;26;27;29;30;31;33;38,1;40,9;0,943089374949132;0,974241574403442;0,964153406481258;0,952035669750664;0,932924609459228;0,898572269687983;0,884461224787509;0,853646344964352;0,340241360701859;9,72293118999772e-12;1,09020546207871e-26
