"date";"age60";"reported";"nowcast_est";"nowcast_0.025";"nowcast_0.1";"nowcast_0.25";"nowcast_0.5";"nowcast_0.75";"nowcast_0.8";"nowcast_0.85";"nowcast_0.9";"nowcast_0.95";"nowcast_0.975";"reported7";"nowcast7_est";"nowcast7_0.025";"nowcast7_0.1";"nowcast7_0.25";"nowcast7_0.5";"nowcast7_0.75";"nowcast7_0.8";"nowcast7_0.85";"nowcast7_0.9";"nowcast7_0.95";"nowcast7_0.975";"F_est";"F_0.025";"F_0.1";"F_0.25";"F_0.5";"F_0.75";"F_0.8";"F_0.85";"F_0.9";"F_0.95";"F_0.975";"realized";"realized7"
2022-12-16;"0-60";10;28,7;17;21;24;30;37;40;42;47;54;61,3;101;150,8;114,39521061899;136,16992481203;145,924302788845;156;191,2;175;181;225,2;203;283,2;0,348955829913021;0,521046140925915;0,453656943233173;0,397934879798277;0,335126868782929;0,273025706302452;0,258970875376251;0,241894752930825;0,221999076985886;0,191334468729304;0,1690284291225;NA;NA
2022-12-16;"60+";23;63,5;41;47;54;65;78;82;86;93;105;118;363;523,9;396,469851827657;461,161911296251;489,719907407407;532;616,1;581;594;698,1;640;816,7;0,362184024721456;0,524114038116256;0,466658191415815;0,416450271771261;0,356165145217484;0,299820553427113;0,285956705715842;0,270473703280999;0,251158319315197;0,223692148849094;0,200931056286651;NA;NA
2022-12-16;"alle";33;92,2;61;70;80;95;114;120;127;138;156;175;464;674,6;505,268951366962;599,57363052901;638,792207792208;689;803,4;755;772;915,4;836;1083,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-12-15;"0-60";15;27,7;20;22;25;29;34;35;37;40;44,5;49;109;142;118,776776776777;129,829956641703;136,888888888889;146;170;159;162;194;176;230;0,541895133586275;0,690799388573237;0,636081896350372;0,584930423583603;0,523583634062239;0,457050135340306;0,439758242871079;0,419437762972205;0,394390346814787;0,353234339932449;0,3161924525483;NA;NA
2022-12-15;"60+";62;113,5;87;95;103;115;130;134;140;148;163;176;408;536,6;437,050606640619;482,813640978311;502,526315789474;544;609,4;581;591;673,4;629;771,4;0,54621770327367;0,689799738980018;0,642655864768389;0,594196694660123;0,538375063911835;0,479666579804926;0,46468193414905;0,446282713723738;0,422156995364549;0,387402061123331;0,357034945180505;NA;NA
2022-12-15;"alle";77;141,2;109;119;130;144;163;168,2;176;186;204;223;517;678,7;551,425621583495;621,211484176383;643,823129251701;691;775,3;738;752;861,3;802;987,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-12-14;"0-60";30;40,4;33;36;38;41;45;46;47;49;51;54;103;124,2;108,154285714286;114,726680820948;121,131578947368;127;143,8;136;138;157,8;147;181,8;0,743329332593511;0,836319227494461;0,80488212854285;0,772893675917371;0,732138424743726;0,684848318506955;0,673034367524868;0,657733177466872;0,63850435502249;0,607184906915088;0,580691314978688;NA;NA
2022-12-14;"60+";87;117,8;102;106;112;118;127;129;132;136;142;148;409;492,8;441,887468030691;456,367010309278;472,153846153846;498;539,2;522;528;579,2;551;637,2;0,738379132186444;0,831269230721323;0,802036895221591;0,772020981990029;0,734266920613655;0,690715826147085;0,680633829730957;0,66683162853957;0,650204077421587;0,622090513409371;0,599666605297175;NA;NA
2022-12-14;"alle";117;158,2;138;144;151;160;171;174;177;183;191;199;512;617;549,80629503387;576,561128526646;594,333333333333;626;681;656,2;665;733;693;807,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-12-13;"0-60";30;34,6;31;32;33;35;37;38;38;39;41;42;96;108,2;99,3175961293608;101,886833855799;106,538461538462;111;121,8;116;118;131,8;125;153,8;0,867381324158943;0,916709670949043;0,89897155556111;0,880739259567157;0,857308773115166;0,828296069642347;0,820486019166308;0,810564200829266;0,798211209418098;0,776909271593313;0,753831584192394;NA;NA
