"";"date";"age60";"reported";"nowcast_est";"nowcast_0.025";"nowcast_0.1";"nowcast_0.25";"nowcast_0.5";"nowcast_0.75";"nowcast_0.8";"nowcast_0.85";"nowcast_0.9";"nowcast_0.95";"nowcast_0.975";"reported7";"nowcast7_est";"nowcast7_0.025";"nowcast7_0.1";"nowcast7_0.25";"nowcast7_0.5";"nowcast7_0.75";"nowcast7_0.8";"nowcast7_0.85";"nowcast7_0.9";"nowcast7_0.95";"nowcast7_0.975";"F_est";"F_0.025";"F_0.1";"F_0.25";"F_0.5";"F_0.75";"F_0.8";"F_0.85";"F_0.9";"F_0.95";"F_0.975"
"1";"2021-11-28";"0-60";0;0;0;0;0;0;0;0;0;0;0;0;37;79,6;61;67;73;81;90;93;96;101;107;114;0,122635699632734;0,243987314725021;0,19642730719034;0,158568099912098;0,121516461024565;0,0897304086846889;0,0825772045107546;0,0748115725402303;0,0654025331857323;0,0527998439431384;0,045248337305911
"2";"2021-11-28";"60+";2;13,9;5;8;10;14;20;21;23;26;31;37;75;172,2;134;146;159;175;197;203;211;221;239;256,3;0,143561658285597;0,269819675772297;0,22145278078458;0,181814880436647;0,142436272735251;0,107156752109139;0,0988590949411834;0,0904061530537567;0,0801694403280362;0,0658410057668913;0,055350919638493
"3";"2021-11-28";"alle";2;13,9;5;8;10;14;20;21;23;26;31;37;112;251,9;201;217;234;257;286;294;304;316;340;364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4";"2021-11-27";"0-60";2;7,8;3;4;6;8;10;11;12;13;15;17;44;90,7;71;77;84;92;102;105;108;113;120;127;0,255866699275813;0,403100478388492;0,351116206479162;0,303858813796747;0,254707077304961;0,207528245388958;0,196241065940672;0,183089421320739;0,167165617463336;0,146774515820489;0,12952773062399
"5";"2021-11-27";"60+";15;53;32;38;44;53;65;68;73;79;90;102;81;170,7;136;147;158;173;192;197;204;212;228;243;0,283052587054163;0,429444171997482;0,375199995720875;0,331288460080143;0,281406932004691;0,233578599399022;0,222163210438557;0,209182753314582;0,193781146184789;0,170096413317181;0,152179891834144
"6";"2021-11-27";"alle";17;60,8;37;44;51;61;75;79;84;91;103;115;125;261,5;213;229;245;266;292;300;308;320;341;363;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7";"2021-11-26";"0-60";7;22,6;13;16;19;23;28;29;31;34;38;42;49;92,3;74;80;86;93;103;105;108;112;118;124;0,309278443221719;0,444577159392928;0,396347274034945;0,355418503166683;0,307383258816631;0,260310743531789;0,249307019051512;0,236377634906549;0,220493026124433;0,198800703511741;0,178793394301226
"8";"2021-11-26";"60+";6;17,9;10;12;15;18;22;23;24;26;29;32;77;132,2;111;118;125;134;144;147;150;155;162;168;0,335771659651277;0,468953169897026;0,422736473800731;0,381702758877774;0,332390460898588;0,286354353621107;0,274739598481625;0,261584564361205;0,244580439243703;0,222323322729967;0,203624756289756
"9";"2021-11-26";"alle";13;40,5;26;30;35;41;49;51;54;58;64;71;126;224,5;190;201;213;228;244;249;255;263;275;287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"10";"2021-11-25";"0-60";5;12,9;7;9;11;13;16;16;17;19;20;22;51;81,1;68;72;77;82;88;89;91;94;98;101;0,388018630216905;0,517005528169222;0,473292801104598;0,431217286876035;0,386498425790167;0,339136221260022;0,328045281095558;0,314677602507089;0,298104378194462;0,275610243627802;0,256209260656895
"11";"2021-11-25";"60+";9;21,8;14;16;19;22;26;27;28;30;32;35;94;143,5;125;131;137;145;153;156;158,1;162;168;173;0,41300549466268;0,53743041100735;0,495402834123522;0,454656353735496;0,409754213852997;0,366353480110507;0,354848824770778;0,341683296702688;0,326457681899775;0,300877521943651;0,280582696487715
"12";"2021-11-25";"alle";14;34,7;23;27;30;35;40;42;44;46;50;54;145;224,6;197;206;215;227;239;243;247;253;261;270;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
